10.22002/d1.747,https://data.caltech.edu/records/747
10.22002/d1.757,https://data.caltech.edu/records/757
10.22002/d1.1078,https://data.caltech.edu/records/1078
10.22002/d1.412,https://data.caltech.edu/records/412
10.22002/d1.1045,https://data.caltech.edu/records/1045
10.22002/d1.1046,https://data.caltech.edu/records/1046
10.22002/d1.836,https://data.caltech.edu/records/836
10.22002/d1.485,https://data.caltech.edu/records/485
10.22002/d1.1000,https://data.caltech.edu/records/1000
10.22002/d1.680,https://data.caltech.edu/records/680
10.22002/d1.601,https://data.caltech.edu/records/601
10.22002/d1.1232,https://data.caltech.edu/records/1232
10.22002/d1.858,https://data.caltech.edu/records/858
10.22002/d1.1193,https://data.caltech.edu/records/1193
10.22002/d1.1008,https://data.caltech.edu/records/1008
10.22002/d1.1188,https://data.caltech.edu/records/1188
10.22002/d1.1127,https://data.caltech.edu/records/1127
10.22002/d1.1131,https://data.caltech.edu/records/1131
10.22002/d1.387,https://data.caltech.edu/records/387
10.22002/d1.498,https://data.caltech.edu/records/498
10.22002/d1.1096,https://data.caltech.edu/records/1096
10.22002/d1.379,https://data.caltech.edu/records/379
10.22002/d1.1017,https://data.caltech.edu/records/1017
10.22002/d1.651,https://data.caltech.edu/records/651
10.22002/d1.649,https://data.caltech.edu/records/649
10.22002/d1.650,https://data.caltech.edu/records/650
10.22002/d1.648,https://data.caltech.edu/records/648
10.22002/d1.647,https://data.caltech.edu/records/647
10.22002/d1.646,https://data.caltech.edu/records/646
10.22002/d1.645,https://data.caltech.edu/records/645
10.22002/d1.644,https://data.caltech.edu/records/644
10.22002/d1.643,https://data.caltech.edu/records/643
10.22002/d1.642,https://data.caltech.edu/records/642
10.22002/d1.641,https://data.caltech.edu/records/641
10.22002/d1.640,https://data.caltech.edu/records/640
10.22002/d1.639,https://data.caltech.edu/records/639
10.22002/d1.361,https://data.caltech.edu/records/361
10.22002/d1.360,https://data.caltech.edu/records/360
10.22002/d1.984,https://data.caltech.edu/records/984
10.22002/d1.985,https://data.caltech.edu/records/985
10.22002/d1.983,https://data.caltech.edu/records/983
10.22002/d1.981,https://data.caltech.edu/records/981
10.22002/d1.982,https://data.caltech.edu/records/982
10.22002/d1.486,https://data.caltech.edu/records/486
10.22002/d1.323,https://data.caltech.edu/records/323
10.22002/d1.324,https://data.caltech.edu/records/324
10.22002/d1.489,https://data.caltech.edu/records/489
10.22002/d1.490,https://data.caltech.edu/records/490
10.22002/d1.612,https://data.caltech.edu/records/612
10.22002/d1.611,https://data.caltech.edu/records/611
10.22002/d1.935,https://data.caltech.edu/records/935
10.22002/d1.1081,https://data.caltech.edu/records/1081
10.22002/d1.618,https://data.caltech.edu/records/618
10.22002/d1.954,https://data.caltech.edu/records/954
10.22002/d1.394,https://data.caltech.edu/records/394
10.22002/d1.1238,https://data.caltech.edu/records/1238
10.22002/d1.1236,https://data.caltech.edu/records/1236
10.22002/d1.1144,https://data.caltech.edu/records/1144
10.22002/d1.1106,https://data.caltech.edu/records/1106
10.22002/d1.1231,https://data.caltech.edu/records/1231
10.22002/d1.988,https://data.caltech.edu/records/988
10.22002/d1.1237,https://data.caltech.edu/records/1237
10.22002/d1.508,https://data.caltech.edu/records/508
10.22002/d1.433,https://data.caltech.edu/records/433
10.22002/d1.1194,https://data.caltech.edu/records/1194
10.22002/d1.764,https://data.caltech.edu/records/764
10.22002/d1.843,https://data.caltech.edu/records/843
10.22002/d1.721,https://data.caltech.edu/records/721
10.22002/d1.788,https://data.caltech.edu/records/788
10.22002/d1.993,https://data.caltech.edu/records/993
10.22002/d1.473,https://data.caltech.edu/records/473
10.22002/d1.746,https://data.caltech.edu/records/746
10.22002/d1.1027,https://data.caltech.edu/records/1027
10.22002/d1.1042,https://data.caltech.edu/records/1042
10.22002/d1.1067,https://data.caltech.edu/records/1067
10.22002/d1.578,https://data.caltech.edu/records/578
10.22002/d1.1012,https://data.caltech.edu/records/1012
10.22002/d1.1094,https://data.caltech.edu/records/1094
10.22002/d1.934,https://data.caltech.edu/records/934
10.22002/d1.669,https://data.caltech.edu/records/669
10.22002/d1.477,https://data.caltech.edu/records/477
10.22002/d1.571,https://data.caltech.edu/records/571
10.22002/d1.714,https://data.caltech.edu/records/714
10.22002/d1.1235,https://data.caltech.edu/records/1235
10.22002/d1.1234,https://data.caltech.edu/records/1234
10.22002/d1.655,https://data.caltech.edu/records/655
10.22002/d1.468,https://data.caltech.edu/records/468
